inventory_id,film_id,store_id,last_update
135,27,1,2022-02-15 18:09:17+08
136,27,1,2022-02-15 18:09:17+08
137,27,1,2022-02-15 18:09:17+08
138,27,1,2022-02-15 18:09:17+08
139,28,1,2022-02-15 18:09:17+08
140,28,1,2022-02-15 18:09:17+08
141,28,1,2022-02-15 18:09:17+08
142,29,1,2022-02-15 18:09:17+08
143,29,1,2022-02-15 18:09:17+08
144,30,1,2022-02-15 18:09:17+08
145,30,1,2022-02-15 18:09:17+08
146,31,1,2022-02-15 18:09:17+08
147,31,1,2022-02-15 18:09:17+08
148,31,1,2022-02-15 18:09:17+08
149,31,1,2022-02-15 18:09:17+08
150,31,2,2022-02-15 18:09:17+08
151,31,2,2022-02-15 18:09:17+08
152,31,2,2022-02-15 18:09:17+08
153,31,2,2022-02-15 18:09:17+08
154,32,2,2022-02-15 18:09:17+08
155,32,2,2022-02-15 18:09:17+08
156,34,2,2022-02-15 18:09:17+08
157,34,2,2022-02-15 18:09:17+08
158,34,2,2022-02-15 18:09:17+08
159,34,2,2022-02-15 18:09:17+08
160,35,1,2022-02-15 18:09:17+08
161,35,1,2022-02-15 18:09:17+08
162,35,1,2022-02-15 18:09:17+08
163,35,1,2022-02-15 18:09:17+08
164,35,2,2022-02-15 18:09:17+08
165,35,2,2022-02-15 18:09:17+08
166,35,2,2022-02-15 18:09:17+08
167,37,1,2022-02-15 18:09:17+08
168,37,1,2022-02-15 18:09:17+08
169,37,1,2022-02-15 18:09:17+08
170,37,1,2022-02-15 18:09:17+08
171,37,2,2022-02-15 18:09:17+08
172,37,2,2022-02-15 18:09:17+08
173,37,2,2022-02-15 18:09:17+08
174,39,1,2022-02-15 18:09:17+08
175,39,1,2022-02-15 18:09:17+08
176,39,1,2022-02-15 18:09:17+08
177,39,2,2022-02-15 18:09:17+08
178,39,2,2022-02-15 18:09:17+08
179,39,2,2022-02-15 18:09:17+08
180,39,2,2022-02-15 18:09:17+08
181,40,2,2022-02-15 18:09:17+08
182,40,2,2022-02-15 18:09:17+08
183,40,2,2022-02-15 18:09:17+08
184,40,2,2022-02-15 18:09:17+08
185,42,2,2022-02-15 18:09:17+08
186,42,2,2022-02-15 18:09:17+08
187,42,2,2022-02-15 18:09:17+08
188,42,2,2022-02-15 18:09:17+08
189,43,1,2022-02-15 18:09:17+08
190,43,1,2022-02-15 18:09:17+08
191,43,1,2022-02-15 18:09:17+08
192,43,2,2022-02-15 18:09:17+08
193,43,2,2022-02-15 18:09:17+08
194,43,2,2022-02-15 18:09:17+08
195,43,2,2022-02-15 18:09:17+08
196,44,1,2022-02-15 18:09:17+08
197,44,1,2022-02-15 18:09:17+08
198,44,2,2022-02-15 18:09:17+08
199,44,2,2022-02-15 18:09:17+08
200,44,2,2022-02-15 18:09:17+08
201,45,1,2022-02-15 18:09:17+08
202,45,1,2022-02-15 18:09:17+08
203,45,1,2022-02-15 18:09:17+08
204,45,1,2022-02-15 18:09:17+08
205,45,2,2022-02-15 18:09:17+08
206,45,2,2022-02-15 18:09:17+08
207,46,2,2022-02-15 18:09:17+08
208,46,2,2022-02-15 18:09:17+08
209,46,2,2022-02-15 18:09:17+08
210,47,2,2022-02-15 18:09:17+08
211,47,2,2022-02-15 18:09:17+08
212,48,1,2022-02-15 18:09:17+08
213,48,1,2022-02-15 18:09:17+08
214,48,2,2022-02-15 18:09:17+08
215,48,2,2022-02-15 18:09:17+08
216,49,1,2022-02-15 18:09:17+08
217,49,1,2022-02-15 18:09:17+08
218,49,1,2022-02-15 18:09:17+08
219,49,2,2022-02-15 18:09:17+08
220,49,2,2022-02-15 18:09:17+08
221,49,2,2022-02-15 18:09:17+08
222,50,1,2022-02-15 18:09:17+08
223,50,1,2022-02-15 18:09:17+08
224,50,1,2022-02-15 18:09:17+08
225,50,2,2022-02-15 18:09:17+08
226,50,2,2022-02-15 18:09:17+08
227,51,1,2022-02-15 18:09:17+08
228,51,1,2022-02-15 18:09:17+08
229,51,2,2022-02-15 18:09:17+08
230,51,2,2022-02-15 18:09:17+08
231,51,2,2022-02-15 18:09:17+08
232,51,2,2022-02-15 18:09:17+08
233,52,2,2022-02-15 18:09:17+08
234,52,2,2022-02-15 18:09:17+08
235,53,1,2022-02-15 18:09:17+08
236,53,1,2022-02-15 18:09:17+08
237,54,1,2022-02-15 18:09:17+08
238,54,1,2022-02-15 18:09:17+08
239,54,1,2022-02-15 18:09:17+08
240,54,2,2022-02-15 18:09:17+08
241,54,2,2022-02-15 18:09:17+08
242,55,1,2022-02-15 18:09:17+08
243,55,1,2022-02-15 18:09:17+08
244,55,1,2022-02-15 18:09:17+08
245,55,1,2022-02-15 18:09:17+08
246,55,2,2022-02-15 18:09:17+08
247,55,2,2022-02-15 18:09:17+08
248,56,1,2022-02-15 18:09:17+08
249,56,1,2022-02-15 18:09:17+08
250,56,1,2022-02-15 18:09:17+08
251,56,2,2022-02-15 18:09:17+08
252,56,2,2022-02-15 18:09:17+08
253,57,1,2022-02-15 18:09:17+08
254,57,1,2022-02-15 18:09:17+08
255,57,1,2022-02-15 18:09:17+08
256,57,1,2022-02-15 18:09:17+08
257,57,2,2022-02-15 18:09:17+08
258,57,2,2022-02-15 18:09:17+08
259,57,2,2022-02-15 18:09:17+08
260,58,2,2022-02-15 18:09:17+08
261,58,2,2022-02-15 18:09:17+08
262,58,2,2022-02-15 18:09:17+08
263,58,2,2022-02-15 18:09:17+08
264,59,1,2022-02-15 18:09:17+08
265,59,1,2022-02-15 18:09:17+08
266,59,1,2022-02-15 18:09:17+08
267,59,2,2022-02-15 18:09:17+08
268,59,2,2022-02-15 18:09:17+08
269,60,1,2022-02-15 18:09:17+08
270,60,1,2022-02-15 18:09:17+08
271,60,1,2022-02-15 18:09:17+08
272,61,1,2022-02-15 18:09:17+08
273,61,1,2022-02-15 18:09:17+08
274,61,1,2022-02-15 18:09:17+08
275,61,1,2022-02-15 18:09:17+08
276,61,2,2022-02-15 18:09:17+08
277,61,2,2022-02-15 18:09:17+08
278,62,2,2022-02-15 18:09:17+08
279,62,2,2022-02-15 18:09:17+08
280,63,1,2022-02-15 18:09:17+08
281,63,1,2022-02-15 18:09:17+08
282,63,2,2022-02-15 18:09:17+08
283,63,2,2022-02-15 18:09:17+08
284,64,2,2022-02-15 18:09:17+08
285,64,2,2022-02-15 18:09:17+08
286,64,2,2022-02-15 18:09:17+08
287,65,2,2022-02-15 18:09:17+08
288,65,2,2022-02-15 18:09:17+08
289,65,2,2022-02-15 18:09:17+08
290,65,2,2022-02-15 18:09:17+08
291,66,1,2022-02-15 18:09:17+08
292,66,1,2022-02-15 18:09:17+08
293,66,1,2022-02-15 18:09:17+08
294,67,1,2022-02-15 18:09:17+08
295,67,1,2022-02-15 18:09:17+08
296,67,2,2022-02-15 18:09:17+08
297,67,2,2022-02-15 18:09:17+08
298,67,2,2022-02-15 18:09:17+08
299,67,2,2022-02-15 18:09:17+08
300,68,1,2022-02-15 18:09:17+08
301,68,1,2022-02-15 18:09:17+08
302,68,2,2022-02-15 18:09:17+08
303,68,2,2022-02-15 18:09:17+08
304,69,1,2022-02-15 18:09:17+08
305,69,1,2022-02-15 18:09:17+08
306,69,1,2022-02-15 18:09:17+08
307,69,1,2022-02-15 18:09:17+08
308,69,2,2022-02-15 18:09:17+08
309,69,2,2022-02-15 18:09:17+08
310,69,2,2022-02-15 18:09:17+08
311,69,2,2022-02-15 18:09:17+08
312,70,1,2022-02-15 18:09:17+08
313,70,1,2022-02-15 18:09:17+08
314,70,2,2022-02-15 18:09:17+08
315,70,2,2022-02-15 18:09:17+08
316,71,2,2022-02-15 18:09:17+08
317,71,2,2022-02-15 18:09:17+08
318,71,2,2022-02-15 18:09:17+08
319,71,2,2022-02-15 18:09:17+08
320,72,1,2022-02-15 18:09:17+08
321,72,1,2022-02-15 18:09:17+08
322,72,1,2022-02-15 18:09:17+08
323,72,1,2022-02-15 18:09:17+08
324,72,2,2022-02-15 18:09:17+08
325,72,2,2022-02-15 18:09:17+08
326,73,1,2022-02-15 18:09:17+08
327,73,1,2022-02-15 18:09:17+08
328,73,1,2022-02-15 18:09:17+08
329,73,1,2022-02-15 18:09:17+08
330,73,2,2022-02-15 18:09:17+08
331,73,2,2022-02-15 18:09:17+08
332,73,2,2022-02-15 18:09:17+08
333,73,2,2022-02-15 18:09:17+08
334,74,1,2022-02-15 18:09:17+08
335,74,1,2022-02-15 18:09:17+08
336,74,1,2022-02-15 18:09:17+08
337,74,2,2022-02-15 18:09:17+08
338,74,2,2022-02-15 18:09:17+08
339,75,2,2022-02-15 18:09:17+08
340,75,2,2022-02-15 18:09:17+08
341,75,2,2022-02-15 18:09:17+08
342,76,1,2022-02-15 18:09:17+08
343,76,1,2022-02-15 18:09:17+08
344,76,1,2022-02-15 18:09:17+08
345,77,1,2022-02-15 18:09:17+08
346,77,1,2022-02-15 18:09:17+08
347,77,1,2022-02-15 18:09:17+08
348,77,1,2022-02-15 18:09:17+08
349,77,2,2022-02-15 18:09:17+08
350,77,2,2022-02-15 18:09:17+08
351,78,1,2022-02-15 18:09:17+08
352,78,1,2022-02-15 18:09:17+08
353,78,1,2022-02-15 18:09:17+08
354,78,2,2022-02-15 18:09:17+08
355,78,2,2022-02-15 18:09:17+08
356,78,2,2022-02-15 18:09:17+08
357,78,2,2022-02-15 18:09:17+08
358,79,1,2022-02-15 18:09:17+08
359,79,1,2022-02-15 18:09:17+08
360,79,1,2022-02-15 18:09:17+08
361,79,2,2022-02-15 18:09:17+08
362,79,2,2022-02-15 18:09:17+08
363,79,2,2022-02-15 18:09:17+08
364,80,1,2022-02-15 18:09:17+08
365,80,1,2022-02-15 18:09:17+08
366,80,1,2022-02-15 18:09:17+08
367,80,1,2022-02-15 18:09:17+08
368,81,1,2022-02-15 18:09:17+08
369,81,1,2022-02-15 18:09:17+08
370,81,1,2022-02-15 18:09:17+08
371,81,1,2022-02-15 18:09:17+08
372,82,1,2022-02-15 18:09:17+08
373,82,1,2022-02-15 18:09:17+08
374,83,1,2022-02-15 18:09:17+08
375,83,1,2022-02-15 18:09:17+08
376,83,1,2022-02-15 18:09:17+08
377,83,2,2022-02-15 18:09:17+08
378,83,2,2022-02-15 18:09:17+08
379,84,1,2022-02-15 18:09:17+08
380,84,1,2022-02-15 18:09:17+08
381,84,1,2022-02-15 18:09:17+08
382,84,1,2022-02-15 18:09:17+08
383,85,2,2022-02-15 18:09:17+08
384,85,2,2022-02-15 18:09:17+08
385,85,2,2022-02-15 18:09:17+08
386,85,2,2022-02-15 18:09:17+08
387,86,1,2022-02-15 18:09:17+08
388,86,1,2022-02-15 18:09:17+08
389,86,1,2022-02-15 18:09:17+08
390,86,1,2022-02-15 18:09:17+08
391,86,2,2022-02-15 18:09:17+08
392,86,2,2022-02-15 18:09:17+08
393,86,2,2022-02-15 18:09:17+08
394,86,2,2022-02-15 18:09:17+08
395,88,2,2022-02-15 18:09:17+08
396,88,2,2022-02-15 18:09:17+08
397,88,2,2022-02-15 18:09:17+08
398,88,2,2022-02-15 18:09:17+08
399,89,1,2022-02-15 18:09:17+08
400,89,1,2022-02-15 18:09:17+08
401,89,1,2022-02-15 18:09:17+08
402,89,2,2022-02-15 18:09:17+08
403,89,2,2022-02-15 18:09:17+08
404,89,2,2022-02-15 18:09:17+08
405,90,1,2022-02-15 18:09:17+08
406,90,1,2022-02-15 18:09:17+08
407,90,1,2022-02-15 18:09:17+08
408,90,2,2022-02-15 18:09:17+08
409,90,2,2022-02-15 18:09:17+08
410,90,2,2022-02-15 18:09:17+08
411,91,1,2022-02-15 18:09:17+08
412,91,1,2022-02-15 18:09:17+08
413,91,1,2022-02-15 18:09:17+08
414,91,1,2022-02-15 18:09:17+08
415,91,2,2022-02-15 18:09:17+08
416,91,2,2022-02-15 18:09:17+08
417,91,2,2022-02-15 18:09:17+08
418,91,2,2022-02-15 18:09:17+08
419,92,1,2022-02-15 18:09:17+08
420,92,1,2022-02-15 18:09:17+08
421,92,2,2022-02-15 18:09:17+08
422,92,2,2022-02-15 18:09:17+08
423,93,2,2022-02-15 18:09:17+08
424,93,2,2022-02-15 18:09:17+08
425,93,2,2022-02-15 18:09:17+08
426,94,1,2022-02-15 18:09:17+08
427,94,1,2022-02-15 18:09:17+08
428,95,1,2022-02-15 18:09:17+08
429,95,1,2022-02-15 18:09:17+08
430,95,2,2022-02-15 18:09:17+08
431,95,2,2022-02-15 18:09:17+08
432,95,2,2022-02-15 18:09:17+08
433,96,1,2022-02-15 18:09:17+08
434,96,1,2022-02-15 18:09:17+08
435,96,1,2022-02-15 18:09:17+08
436,97,1,2022-02-15 18:09:17+08
437,97,1,2022-02-15 18:09:17+08
438,97,1,2022-02-15 18:09:17+08
439,97,1,2022-02-15 18:09:17+08
440,97,2,2022-02-15 18:09:17+08
441,97,2,2022-02-15 18:09:17+08
442,98,1,2022-02-15 18:09:17+08
443,98,1,2022-02-15 18:09:17+08
444,98,1,2022-02-15 18:09:17+08
445,99,1,2022-02-15 18:09:17+08
446,99,1,2022-02-15 18:09:17+08
447,99,1,2022-02-15 18:09:17+08
448,99,2,2022-02-15 18:09:17+08
449,99,2,2022-02-15 18:09:17+08
450,99,2,2022-02-15 18:09:17+08
451,100,1,2022-02-15 18:09:17+08
452,100,1,2022-02-15 18:09:17+08
453,100,1,2022-02-15 18:09:17+08
454,100,1,2022-02-15 18:09:17+08
455,100,2,2022-02-15 18:09:17+08
456,100,2,2022-02-15 18:09:17+08
457,101,1,2022-02-15 18:09:17+08
458,101,1,2022-02-15 18:09:17+08
459,101,1,2022-02-15 18:09:17+08
460,101,1,2022-02-15 18:09:17+08
461,101,2,2022-02-15 18:09:17+08
462,101,2,2022-02-15 18:09:17+08
463,102,2,2022-02-15 18:09:17+08
464,102,2,2022-02-15 18:09:17+08
465,103,1,2022-02-15 18:09:17+08
466,103,1,2022-02-15 18:09:17+08
467,103,1,2022-02-15 18:09:17+08
468,103,1,2022-02-15 18:09:17+08
469,103,2,2022-02-15 18:09:17+08
470,103,2,2022-02-15 18:09:17+08
471,103,2,2022-02-15 18:09:17+08
472,103,2,2022-02-15 18:09:17+08
473,104,2,2022-02-15 18:09:17+08
474,104,2,2022-02-15 18:09:17+08
475,104,2,2022-02-15 18:09:17+08
476,105,1,2022-02-15 18:09:17+08
477,105,1,2022-02-15 18:09:17+08
478,105,2,2022-02-15 18:09:17+08
479,105,2,2022-02-15 18:09:17+08
480,105,2,2022-02-15 18:09:17+08
481,106,1,2022-02-15 18:09:17+08
482,106,1,2022-02-15 18:09:17+08
483,107,2,2022-02-15 18:09:17+08
484,107,2,2022-02-15 18:09:17+08
485,109,1,2022-02-15 18:09:17+08
486,109,1,2022-02-15 18:09:17+08
487,109,1,2022-02-15 18:09:17+08
488,109,1,2022-02-15 18:09:17+08
489,109,2,2022-02-15 18:09:17+08
490,109,2,2022-02-15 18:09:17+08
491,109,2,2022-02-15 18:09:17+08
492,109,2,2022-02-15 18:09:17+08
493,110,1,2022-02-15 18:09:17+08
494,110,1,2022-02-15 18:09:17+08
495,110,1,2022-02-15 18:09:17+08
496,110,1,2022-02-15 18:09:17+08
497,111,2,2022-02-15 18:09:17+08
498,111,2,2022-02-15 18:09:17+08
499,111,2,2022-02-15 18:09:17+08
500,111,2,2022-02-15 18:09:17+08
501,112,1,2022-02-15 18:09:17+08
502,112,1,2022-02-15 18:09:17+08
503,112,1,2022-02-15 18:09:17+08
504,112,1,2022-02-15 18:09:17+08
505,112,2,2022-02-15 18:09:17+08
506,112,2,2022-02-15 18:09:17+08
507,112,2,2022-02-15 18:09:17+08
508,113,2,2022-02-15 18:09:17+08
509,113,2,2022-02-15 18:09:17+08
510,113,2,2022-02-15 18:09:17+08
511,113,2,2022-02-15 18:09:17+08
512,114,1,2022-02-15 18:09:17+08
513,114,1,2022-02-15 18:09:17+08
514,114,1,2022-02-15 18:09:17+08
515,114,1,2022-02-15 18:09:17+08
516,114,2,2022-02-15 18:09:17+08
517,114,2,2022-02-15 18:09:17+08
518,114,2,2022-02-15 18:09:17+08
519,115,1,2022-02-15 18:09:17+08
520,115,1,2022-02-15 18:09:17+08
521,115,1,2022-02-15 18:09:17+08
522,115,2,2022-02-15 18:09:17+08
523,115,2,2022-02-15 18:09:17+08
524,115,2,2022-02-15 18:09:17+08
525,115,2,2022-02-15 18:09:17+08
526,116,1,2022-02-15 18:09:17+08
527,116,1,2022-02-15 18:09:17+08
528,116,2,2022-02-15 18:09:17+08
529,116,2,2022-02-15 18:09:17+08
530,116,2,2022-02-15 18:09:17+08
531,116,2,2022-02-15 18:09:17+08
532,117,1,2022-02-15 18:09:17+08
533,117,1,2022-02-15 18:09:17+08
534,117,1,2022-02-15 18:09:17+08
535,117,1,2022-02-15 18:09:17+08
536,117,2,2022-02-15 18:09:17+08
537,117,2,2022-02-15 18:09:17+08
538,118,1,2022-02-15 18:09:17+08
539,118,1,2022-02-15 18:09:17+08
540,118,1,2022-02-15 18:09:17+08
541,118,1,2022-02-15 18:09:17+08
542,118,2,2022-02-15 18:09:17+08
543,118,2,2022-02-15 18:09:17+08
544,119,1,2022-02-15 18:09:17+08
545,119,1,2022-02-15 18:09:17+08
546,119,1,2022-02-15 18:09:17+08
547,119,2,2022-02-15 18:09:17+08
548,119,2,2022-02-15 18:09:17+08
549,119,2,2022-02-15 18:09:17+08
550,119,2,2022-02-15 18:09:17+08
551,120,1,2022-02-15 18:09:17+08
552,120,1,2022-02-15 18:09:17+08
553,120,1,2022-02-15 18:09:17+08
554,121,1,2022-02-15 18:09:17+08
555,121,1,2022-02-15 18:09:17+08
556,121,1,2022-02-15 18:09:17+08
557,121,2,2022-02-15 18:09:17+08
558,121,2,2022-02-15 18:09:17+08
559,121,2,2022-02-15 18:09:17+08
560,122,1,2022-02-15 18:09:17+08
561,122,1,2022-02-15 18:09:17+08
562,122,1,2022-02-15 18:09:17+08
563,122,1,2022-02-15 18:09:17+08
564,122,2,2022-02-15 18:09:17+08
565,122,2,2022-02-15 18:09:17+08
566,122,2,2022-02-15 18:09:17+08
567,123,1,2022-02-15 18:09:17+08
568,123,1,2022-02-15 18:09:17+08
569,123,2,2022-02-15 18:09:17+08
570,123,2,2022-02-15 18:09:17+08
571,123,2,2022-02-15 18:09:17+08
572,124,2,2022-02-15 18:09:17+08
573,124,2,2022-02-15 18:09:17+08
574,124,2,2022-02-15 18:09:17+08
575,125,2,2022-02-15 18:09:17+08
576,125,2,2022-02-15 18:09:17+08
577,126,2,2022-02-15 18:09:17+08
578,126,2,2022-02-15 18:09:17+08
579,126,2,2022-02-15 18:09:17+08
580,127,1,2022-02-15 18:09:17+08
581,127,1,2022-02-15 18:09:17+08
582,127,1,2022-02-15 18:09:17+08
583,127,1,2022-02-15 18:09:17+08
584,127,2,2022-02-15 18:09:17+08
585,127,2,2022-02-15 18:09:17+08
586,127,2,2022-02-15 18:09:17+08
587,127,2,2022-02-15 18:09:17+08
588,129,1,2022-02-15 18:09:17+08
589,129,1,2022-02-15 18:09:17+08
590,129,1,2022-02-15 18:09:17+08
591,129,2,2022-02-15 18:09:17+08
592,129,2,2022-02-15 18:09:17+08
593,129,2,2022-02-15 18:09:17+08
594,130,1,2022-02-15 18:09:17+08
595,130,1,2022-02-15 18:09:17+08
596,130,2,2022-02-15 18:09:17+08
597,130,2,2022-02-15 18:09:17+08
598,130,2,2022-02-15 18:09:17+08
599,130,2,2022-02-15 18:09:17+08
600,131,1,2022-02-15 18:09:17+08
601,131,1,2022-02-15 18:09:17+08
602,131,1,2022-02-15 18:09:17+08
603,131,1,2022-02-15 18:09:17+08
604,131,2,2022-02-15 18:09:17+08
605,131,2,2022-02-15 18:09:17+08
606,132,1,2022-02-15 18:09:17+08
607,132,1,2022-02-15 18:09:17+08
608,132,1,2022-02-15 18:09:17+08
609,132,1,2022-02-15 18:09:17+08
610,132,2,2022-02-15 18:09:17+08
611,132,2,2022-02-15 18:09:17+08
612,133,1,2022-02-15 18:09:17+08
613,133,1,2022-02-15 18:09:17+08
614,133,2,2022-02-15 18:09:17+08
615,133,2,2022-02-15 18:09:17+08
616,134,2,2022-02-15 18:09:17+08
617,134,2,2022-02-15 18:09:17+08
618,134,2,2022-02-15 18:09:17+08
619,135,1,2022-02-15 18:09:17+08
620,135,1,2022-02-15 18:09:17+08
621,135,1,2022-02-15 18:09:17+08
622,135,2,2022-02-15 18:09:17+08
623,135,2,2022-02-15 18:09:17+08
624,135,2,2022-02-15 18:09:17+08
625,135,2,2022-02-15 18:09:17+08
626,136,1,2022-02-15 18:09:17+08
627,136,1,2022-02-15 18:09:17+08
628,136,1,2022-02-15 18:09:17+08
629,137,2,2022-02-15 18:09:17+08
630,137,2,2022-02-15 18:09:17+08
631,137,2,2022-02-15 18:09:17+08
632,137,2,2022-02-15 18:09:17+08
633,138,1,2022-02-15 18:09:17+08
634,138,1,2022-02-15 18:09:17+08
635,138,2,2022-02-15 18:09:17+08
636,138,2,2022-02-15 18:09:17+08
637,138,2,2022-02-15 18:09:17+08
638,139,1,2022-02-15 18:09:17+08
639,139,1,2022-02-15 18:09:17+08
640,139,1,2022-02-15 18:09:17+08
641,139,1,2022-02-15 18:09:17+08
642,139,2,2022-02-15 18:09:17+08
643,139,2,2022-02-15 18:09:17+08
644,140,1,2022-02-15 18:09:17+08
645,140,1,2022-02-15 18:09:17+08
646,140,2,2022-02-15 18:09:17+08
647,140,2,2022-02-15 18:09:17+08
648,140,2,2022-02-15 18:09:17+08
649,141,1,2022-02-15 18:09:17+08
650,141,1,2022-02-15 18:09:17+08
651,141,1,2022-02-15 18:09:17+08
652,141,2,2022-02-15 18:09:17+08
653,141,2,2022-02-15 18:09:17+08
654,142,1,2022-02-15 18:09:17+08
655,142,1,2022-02-15 18:09:17+08
656,142,1,2022-02-15 18:09:17+08
657,142,2,2022-02-15 18:09:17+08
658,142,2,2022-02-15 18:09:17+08
659,143,1,2022-02-15 18:09:17+08
660,143,1,2022-02-15 18:09:17+08
661,143,1,2022-02-15 18:09:17+08
662,143,1,2022-02-15 18:09:17+08
663,143,2,2022-02-15 18:09:17+08
664,143,2,2022-02-15 18:09:17+08
