city_id,city,country_id,last_update
316,Lungtan,92,2022-02-15 17:45:25+08
317,Luzinia,15,2022-02-15 17:45:25+08
318,Madiun,45,2022-02-15 17:45:25+08
319,Mahajanga,57,2022-02-15 17:45:25+08
320,Maikop,80,2022-02-15 17:45:25+08
321,Malm,90,2022-02-15 17:45:25+08
322,Manchester,103,2022-02-15 17:45:25+08
323,Mandaluyong,75,2022-02-15 17:45:25+08
324,Mandi Bahauddin,72,2022-02-15 17:45:25+08
325,Mannheim,38,2022-02-15 17:45:25+08
326,Maracabo,104,2022-02-15 17:45:25+08
327,Mardan,72,2022-02-15 17:45:25+08
328,Maring,15,2022-02-15 17:45:25+08
329,Masqat,71,2022-02-15 17:45:25+08
330,Matamoros,60,2022-02-15 17:45:25+08
331,Matsue,50,2022-02-15 17:45:25+08
332,Meixian,23,2022-02-15 17:45:25+08
333,Memphis,103,2022-02-15 17:45:25+08
334,Merlo,6,2022-02-15 17:45:25+08
335,Mexicali,60,2022-02-15 17:45:25+08
336,Miraj,44,2022-02-15 17:45:25+08
337,Mit Ghamr,29,2022-02-15 17:45:25+08
338,Miyakonojo,50,2022-02-15 17:45:25+08
339,Mogiljov,13,2022-02-15 17:45:25+08
340,Molodetno,13,2022-02-15 17:45:25+08
341,Monclova,60,2022-02-15 17:45:25+08
342,Monywa,64,2022-02-15 17:45:25+08
343,Moscow,80,2022-02-15 17:45:25+08
344,Mosul,47,2022-02-15 17:45:25+08
345,Mukateve,100,2022-02-15 17:45:25+08
346,Munger (Monghyr),44,2022-02-15 17:45:25+08
347,Mwanza,93,2022-02-15 17:45:25+08
348,Mwene-Ditu,25,2022-02-15 17:45:25+08
349,Myingyan,64,2022-02-15 17:45:25+08
350,Mysore,44,2022-02-15 17:45:25+08
351,Naala-Porto,63,2022-02-15 17:45:25+08
352,Nabereznyje Telny,80,2022-02-15 17:45:25+08
353,Nador,62,2022-02-15 17:45:25+08
354,Nagaon,44,2022-02-15 17:45:25+08
355,Nagareyama,50,2022-02-15 17:45:25+08
356,Najafabad,46,2022-02-15 17:45:25+08
357,Naju,86,2022-02-15 17:45:25+08
358,Nakhon Sawan,94,2022-02-15 17:45:25+08
359,Nam Dinh,105,2022-02-15 17:45:25+08
360,Namibe,4,2022-02-15 17:45:25+08
361,Nantou,92,2022-02-15 17:45:25+08
362,Nanyang,23,2022-02-15 17:45:25+08
363,NDjamna,21,2022-02-15 17:45:25+08
364,Newcastle,85,2022-02-15 17:45:25+08
365,Nezahualcyotl,60,2022-02-15 17:45:25+08
366,Nha Trang,105,2022-02-15 17:45:25+08
367,Niznekamsk,80,2022-02-15 17:45:25+08
368,Novi Sad,108,2022-02-15 17:45:25+08
369,Novoterkassk,80,2022-02-15 17:45:25+08
370,Nukualofa,95,2022-02-15 17:45:25+08
371,Nuuk,40,2022-02-15 17:45:25+08
372,Nyeri,52,2022-02-15 17:45:25+08
373,Ocumare del Tuy,104,2022-02-15 17:45:25+08
374,Ogbomosho,69,2022-02-15 17:45:25+08
375,Okara,72,2022-02-15 17:45:25+08
376,Okayama,50,2022-02-15 17:45:25+08
377,Okinawa,50,2022-02-15 17:45:25+08
378,Olomouc,26,2022-02-15 17:45:25+08
379,Omdurman,89,2022-02-15 17:45:25+08
380,Omiya,50,2022-02-15 17:45:25+08
381,Ondo,69,2022-02-15 17:45:25+08
382,Onomichi,50,2022-02-15 17:45:25+08
383,Oshawa,20,2022-02-15 17:45:25+08
384,Osmaniye,97,2022-02-15 17:45:25+08
385,ostka,100,2022-02-15 17:45:25+08
386,Otsu,50,2022-02-15 17:45:25+08
387,Oulu,33,2022-02-15 17:45:25+08
388,Ourense (Orense),87,2022-02-15 17:45:25+08
389,Owo,69,2022-02-15 17:45:25+08
390,Oyo,69,2022-02-15 17:45:25+08
391,Ozamis,75,2022-02-15 17:45:25+08
392,Paarl,85,2022-02-15 17:45:25+08
393,Pachuca de Soto,60,2022-02-15 17:45:25+08
394,Pak Kret,94,2022-02-15 17:45:25+08
395,Palghat (Palakkad),44,2022-02-15 17:45:25+08
396,Pangkal Pinang,45,2022-02-15 17:45:25+08
397,Papeete,36,2022-02-15 17:45:25+08
398,Parbhani,44,2022-02-15 17:45:25+08
399,Pathankot,44,2022-02-15 17:45:25+08
400,Patiala,44,2022-02-15 17:45:25+08
401,Patras,39,2022-02-15 17:45:25+08
402,Pavlodar,51,2022-02-15 17:45:25+08
403,Pemalang,45,2022-02-15 17:45:25+08
404,Peoria,103,2022-02-15 17:45:25+08
405,Pereira,24,2022-02-15 17:45:25+08
406,Phnom Penh,18,2022-02-15 17:45:25+08
407,Pingxiang,23,2022-02-15 17:45:25+08
408,Pjatigorsk,80,2022-02-15 17:45:25+08
409,Plock,76,2022-02-15 17:45:25+08
410,Po,15,2022-02-15 17:45:25+08
411,Ponce,77,2022-02-15 17:45:25+08
412,Pontianak,45,2022-02-15 17:45:25+08
413,Poos de Caldas,15,2022-02-15 17:45:25+08
414,Portoviejo,28,2022-02-15 17:45:25+08
415,Probolinggo,45,2022-02-15 17:45:25+08
416,Pudukkottai,44,2022-02-15 17:45:25+08
417,Pune,44,2022-02-15 17:45:25+08
418,Purnea (Purnia),44,2022-02-15 17:45:25+08
419,Purwakarta,45,2022-02-15 17:45:25+08
420,Pyongyang,70,2022-02-15 17:45:25+08
421,Qalyub,29,2022-02-15 17:45:25+08
422,Qinhuangdao,23,2022-02-15 17:45:25+08
423,Qomsheh,46,2022-02-15 17:45:25+08
424,Quilmes,6,2022-02-15 17:45:25+08
425,Rae Bareli,44,2022-02-15 17:45:25+08
426,Rajkot,44,2022-02-15 17:45:25+08
427,Rampur,44,2022-02-15 17:45:25+08
428,Rancagua,22,2022-02-15 17:45:25+08
429,Ranchi,44,2022-02-15 17:45:25+08
430,Richmond Hill,20,2022-02-15 17:45:25+08
431,Rio Claro,15,2022-02-15 17:45:25+08
432,Rizhao,23,2022-02-15 17:45:25+08
433,Roanoke,103,2022-02-15 17:45:25+08
434,Robamba,28,2022-02-15 17:45:25+08
435,Rockford,103,2022-02-15 17:45:25+08
436,Ruse,17,2022-02-15 17:45:25+08
437,Rustenburg,85,2022-02-15 17:45:25+08
438,s-Hertogenbosch,67,2022-02-15 17:45:25+08
439,Saarbrcken,38,2022-02-15 17:45:25+08
440,Sagamihara,50,2022-02-15 17:45:25+08
441,Saint Louis,103,2022-02-15 17:45:25+08
442,Saint-Denis,79,2022-02-15 17:45:25+08
443,Sal,62,2022-02-15 17:45:25+08
444,Salala,71,2022-02-15 17:45:25+08
445,Salamanca,60,2022-02-15 17:45:25+08
446,Salinas,103,2022-02-15 17:45:25+08
447,Salzburg,9,2022-02-15 17:45:25+08
448,Sambhal,44,2022-02-15 17:45:25+08
449,San Bernardino,103,2022-02-15 17:45:25+08
450,San Felipe de Puerto Plata,27,2022-02-15 17:45:25+08
451,San Felipe del Progreso,60,2022-02-15 17:45:25+08
452,San Juan Bautista Tuxtepec,60,2022-02-15 17:45:25+08
453,San Lorenzo,73,2022-02-15 17:45:25+08
454,San Miguel de Tucumn,6,2022-02-15 17:45:25+08
455,Sanaa,107,2022-02-15 17:45:25+08
456,Santa Brbara dOeste,15,2022-02-15 17:45:25+08
457,Santa F,6,2022-02-15 17:45:25+08
458,Santa Rosa,75,2022-02-15 17:45:25+08
459,Santiago de Compostela,87,2022-02-15 17:45:25+08
460,Santiago de los Caballeros,27,2022-02-15 17:45:25+08
461,Santo Andr,15,2022-02-15 17:45:25+08
462,Sanya,23,2022-02-15 17:45:25+08
463,Sasebo,50,2022-02-15 17:45:25+08
464,Satna,44,2022-02-15 17:45:25+08
465,Sawhaj,29,2022-02-15 17:45:25+08
466,Serpuhov,80,2022-02-15 17:45:25+08
467,Shahr-e Kord,46,2022-02-15 17:45:25+08
468,Shanwei,23,2022-02-15 17:45:25+08
469,Shaoguan,23,2022-02-15 17:45:25+08
470,Sharja,101,2022-02-15 17:45:25+08
471,Shenzhen,23,2022-02-15 17:45:25+08
472,Shikarpur,72,2022-02-15 17:45:25+08
473,Shimoga,44,2022-02-15 17:45:25+08
474,Shimonoseki,50,2022-02-15 17:45:25+08
475,Shivapuri,44,2022-02-15 17:45:25+08
476,Shubra al-Khayma,29,2022-02-15 17:45:25+08
477,Siegen,38,2022-02-15 17:45:25+08
478,Siliguri (Shiliguri),44,2022-02-15 17:45:25+08
479,Simferopol,100,2022-02-15 17:45:25+08
480,Sincelejo,24,2022-02-15 17:45:25+08
481,Sirjan,46,2022-02-15 17:45:25+08
482,Sivas,97,2022-02-15 17:45:25+08
483,Skikda,2,2022-02-15 17:45:25+08
484,Smolensk,80,2022-02-15 17:45:25+08
485,So Bernardo do Campo,15,2022-02-15 17:45:25+08
486,So Leopoldo,15,2022-02-15 17:45:25+08
487,Sogamoso,24,2022-02-15 17:45:25+08
488,Sokoto,69,2022-02-15 17:45:25+08
489,Songkhla,94,2022-02-15 17:45:25+08
490,Sorocaba,15,2022-02-15 17:45:25+08
491,Soshanguve,85,2022-02-15 17:45:25+08
492,Sousse,96,2022-02-15 17:45:25+08
493,South Hill,5,2022-02-15 17:45:25+08
494,Southampton,102,2022-02-15 17:45:25+08
495,Southend-on-Sea,102,2022-02-15 17:45:25+08
496,Southport,102,2022-02-15 17:45:25+08
497,Springs,85,2022-02-15 17:45:25+08
498,Stara Zagora,17,2022-02-15 17:45:25+08
499,Sterling Heights,103,2022-02-15 17:45:25+08
500,Stockport,102,2022-02-15 17:45:25+08
501,Sucre,14,2022-02-15 17:45:25+08
502,Suihua,23,2022-02-15 17:45:25+08
503,Sullana,74,2022-02-15 17:45:25+08
504,Sultanbeyli,97,2022-02-15 17:45:25+08
505,Sumqayit,10,2022-02-15 17:45:25+08
506,Sumy,100,2022-02-15 17:45:25+08
507,Sungai Petani,59,2022-02-15 17:45:25+08
508,Sunnyvale,103,2022-02-15 17:45:25+08
509,Surakarta,45,2022-02-15 17:45:25+08
510,Syktyvkar,80,2022-02-15 17:45:25+08
511,Syrakusa,49,2022-02-15 17:45:25+08
512,Szkesfehrvr,43,2022-02-15 17:45:25+08
513,Tabora,93,2022-02-15 17:45:25+08
514,Tabriz,46,2022-02-15 17:45:25+08
515,Tabuk,82,2022-02-15 17:45:25+08
516,Tafuna,3,2022-02-15 17:45:25+08
517,Taguig,75,2022-02-15 17:45:25+08
518,Taizz,107,2022-02-15 17:45:25+08
519,Talavera,75,2022-02-15 17:45:25+08
520,Tallahassee,103,2022-02-15 17:45:25+08
521,Tama,50,2022-02-15 17:45:25+08
522,Tambaram,44,2022-02-15 17:45:25+08
523,Tanauan,75,2022-02-15 17:45:25+08
524,Tandil,6,2022-02-15 17:45:25+08
525,Tangail,12,2022-02-15 17:45:25+08
526,Tanshui,92,2022-02-15 17:45:25+08
527,Tanza,75,2022-02-15 17:45:25+08
528,Tarlac,75,2022-02-15 17:45:25+08
529,Tarsus,97,2022-02-15 17:45:25+08
530,Tartu,30,2022-02-15 17:45:25+08
531,Teboksary,80,2022-02-15 17:45:25+08
532,Tegal,45,2022-02-15 17:45:25+08
533,Tel Aviv-Jaffa,48,2022-02-15 17:45:25+08
534,Tete,63,2022-02-15 17:45:25+08
535,Tianjin,23,2022-02-15 17:45:25+08
536,Tiefa,23,2022-02-15 17:45:25+08
537,Tieli,23,2022-02-15 17:45:25+08
538,Tokat,97,2022-02-15 17:45:25+08
539,Tonghae,86,2022-02-15 17:45:25+08
540,Tongliao,23,2022-02-15 17:45:25+08
541,Torren,60,2022-02-15 17:45:25+08
542,Touliu,92,2022-02-15 17:45:25+08
543,Toulon,34,2022-02-15 17:45:25+08
544,Toulouse,34,2022-02-15 17:45:25+08
545,Trshavn,32,2022-02-15 17:45:25+08
546,Tsaotun,92,2022-02-15 17:45:25+08
547,Tsuyama,50,2022-02-15 17:45:25+08
548,Tuguegarao,75,2022-02-15 17:45:25+08
